Date,Close
2023-11-16 00:00:00-05:00,1.0
2023-11-17 00:00:00-05:00,0.9998946834287326
2023-11-20 00:00:00-05:00,1.0091719175423783
2023-11-21 00:00:00-05:00,1.0049021913767795
2023-11-22 00:00:00-05:00,1.0084339741074804
2023-11-24 00:00:00-05:00,1.0013705702985285
2023-11-27 00:00:00-05:00,1.000421670416195
2023-11-28 00:00:00-05:00,1.0036370993019685
2023-11-29 00:00:00-05:00,0.9982078401115012
2023-11-30 00:00:00-05:00,1.0012650920748105
2023-12-01 00:00:00-05:00,1.0080650023900315
2023-12-04 00:00:00-05:00,0.9985240323039791
2023-12-05 00:00:00-05:00,1.0195561476345962
2023-12-06 00:00:00-05:00,1.013757835900455
2023-12-07 00:00:00-05:00,1.0240367494214055
2023-12-08 00:00:00-05:00,1.0316272210440451
2023-12-11 00:00:00-05:00,1.0182910555597855
2023-12-12 00:00:00-05:00,1.0263561387760418
2023-12-13 00:00:00-05:00,1.0434875804847343
2023-12-14 00:00:00-05:00,1.0442781417921536
2023-12-15 00:00:00-05:00,1.0414316846238292
2023-12-18 00:00:00-05:00,1.0325760401001531
2023-12-19 00:00:00-05:00,1.0381109391667882
2023-12-20 00:00:00-05:00,1.0269886848134475
2023-12-21 00:00:00-05:00,1.026197800201128
2023-12-22 00:00:00-05:00,1.0205050475169295
2023-12-26 00:00:00-05:00,1.017605891649859
2023-12-27 00:00:00-05:00,1.0181330402897717
2023-12-28 00:00:00-05:00,1.020399650119437
2023-12-29 00:00:00-05:00,1.014864831879027
2024-01-02 00:00:00-05:00,0.9785462950794126
2024-01-03 00:00:00-05:00,0.9712192361242791
2024-01-04 00:00:00-05:00,0.9588846692210987
2024-01-05 00:00:00-05:00,0.9550366942979198
2024-01-08 00:00:00-05:00,0.9781245438369924
2024-01-09 00:00:00-05:00,0.9759106327060734
2024-01-10 00:00:00-05:00,0.9814454509464832
2024-01-11 00:00:00-05:00,0.9782826399332312
2024-01-12 00:00:00-05:00,0.9800221011229834
2024-01-16 00:00:00-05:00,0.9679511085397593
2024-01-17 00:00:00-05:00,0.9629434389392624
2024-01-18 00:00:00-05:00,0.9943071664895764
2024-01-19 00:00:00-05:00,1.0097518457072627
2024-01-22 00:00:00-05:00,1.0220336330854716
2024-01-23 00:00:00-05:00,1.028833462574467
2024-01-24 00:00:00-05:00,1.0252490619712449
2024-01-25 00:00:00-05:00,1.0235096816077178
2024-01-26 00:00:00-05:00,1.0142849845403679
2024-01-29 00:00:00-05:00,1.0106478852383993
2024-01-30 00:00:00-05:00,0.9911970541750705
2024-01-31 00:00:00-05:00,0.9720099590841483
2024-02-01 00:00:00-05:00,0.9849771528509592
2024-02-02 00:00:00-05:00,0.9796532102317596
2024-02-05 00:00:00-05:00,0.9892994968890795
2024-02-06 00:00:00-05:00,0.9978388683940524
2024-02-07 00:00:00-05:00,0.9984187157327116
2024-02-08 00:00:00-05:00,0.9926731835235417
